Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_5,RSI,MACD,Signal_Line,BB_middle,BB_upper,BB_lower,Volume_ROC,Pct_Change_Rolling_Mean,PCT,pct
2019-07-01 00:00:00+00:00,37.765167236328125,40.7599983215332,41.18000030517578,40.41999816894531,40.880001068115234,21507800,,,,0.0,0.0,,,,,,,
2019-07-02 00:00:00+00:00,37.23704147338867,40.189998626708984,40.7400016784668,40.130001068115234,40.459999084472656,6426900,,,,-0.042129690490895655,-0.00842593809817913,,,,,-0.013984467740723372,-0.013984467740723372,-0.013984467740723372
2019-07-03 00:00:00+00:00,37.477943420410156,40.45000076293945,40.59000015258789,40.150001525878906,40.40999984741211,3019500,,,,-0.055439922987851276,-0.01782873507611356,,,,,0.006469416943170492,0.006469416943170492,0.006469416943170492
2019-07-05 00:00:00+00:00,37.85781478881836,40.86000061035156,41.47999954223633,40.72999954223633,40.81999969482422,6522300,,,,-0.03493324472369608,-0.021249637005630068,,,,,0.010135864824464491,0.010135864824464491,0.010135864824464491
2019-07-08 00:00:00+00:00,37.05175018310547,39.9900016784668,40.83000183105469,39.90999984741211,40.380001068115234,7209400,,37.477943420410156,,-0.08277010927760386,-0.03355373146002483,,,,,-0.021291894690946833,-0.021291894690946833,-0.021291894690946833
2019-07-09 00:00:00+00:00,37.31117630004883,40.27000045776367,40.310001373291016,39.61000061035156,39.75,7138800,,37.3871452331543,,-0.09861092420865702,-0.04656517000975127,,,,-66.80832070225686,0.007001723688120132,0.007001723688120132,0.007001723688120132
2019-07-10 00:00:00+00:00,36.74599838256836,39.65999984741211,40.41999816894531,39.29999923706055,39.88999938964844,8562400,,37.288936614990234,,-0.1549834658002851,-0.06824882916785804,,,,33.2275280461809,-0.015147684247085236,-0.015147684247085236,-0.015147684247085236
2019-07-11 00:00:00+00:00,37.48720932006836,40.459999084472656,40.540000915527344,39.65999984741211,39.849998474121094,6566100,,37.29078979492188,,-0.13825585561365727,-0.08225023445701789,,,,117.45653253849974,0.02017120149473528,0.02017120149473528,0.02017120149473528
2019-07-12 00:00:00+00:00,37.18145751953125,40.130001068115234,40.369998931884766,39.900001525878906,40.25,9983700,,37.15551834106445,,-0.14796506983378777,-0.09539320153237187,,,,53.07023595970746,-0.008156163290966245,-0.008156163290966245,-0.008156163290966245
2019-07-15 00:00:00+00:00,37.338966369628906,40.29999923706055,42.130001068115234,39.869998931884766,40.20000076293945,8655000,,37.21296157836914,,-0.1413209838749978,-0.10457875800089705,,,,20.05159930091269,0.004236220433664117,0.004236220433664117,0.004236220433664117
2019-07-16 00:00:00+00:00,38.57124328613281,41.630001068115234,42.13999938964844,40.900001525878906,41.0,16155400,,37.46497497558594,,-0.03620371539557965,-0.09090374947983358,,,,126.30414075194709,0.03300243783679635,0.03300243783679635,0.03300243783679635
2019-07-17 00:00:00+00:00,38.182106018066406,41.209999084472656,41.61000061035156,40.810001373291016,41.459999084472656,7673800,,37.75219650268555,,0.0155234076459152,-0.06961831805468383,,,,-10.377931421096886,-0.010088792450366979,-0.010088792450366979,-0.010088792450366979
2019-07-18 00:00:00+00:00,38.43225860595703,41.47999954223633,42.09000015258789,41.150001525878906,41.310001373291016,10955600,,37.94120635986328,,0.07582864316376714,-0.040528925810993634,,,,66.85094652838062,0.006551566007706899,0.006551566007706899,0.006551566007706899
2019-07-19 00:00:00+00:00,39.581153869628906,42.720001220703125,43.040000915527344,41.630001068115234,41.75,12138900,,38.421145629882815,62.96299725300459,0.2138619553505663,0.010349250421318353,,,,21.58718711499745,0.02989403447378436,0.02989403447378436,0.02989403447378436
2019-07-22 00:00:00+00:00,39.988826751708984,43.15999984741211,43.45000076293945,42.560001373291016,42.7599983215332,8774200,,38.95111770629883,65.00004889202941,0.3520914531517292,0.07869769096740052,,,,1.377238590410168,0.010299671490701323,0.010299671490701323,0.010299671490701323
2019-07-23 00:00:00+00:00,40.33163833618164,43.529998779296875,43.75,43.220001220703125,43.2599983215332,10277000,,39.30319671630859,71.41038322957564,0.4837252720917533,0.1597032071922711,,,,-36.386595194176564,0.008572684230051975,0.008572684230051975,0.008572684230051975
2019-07-24 00:00:00+00:00,41.02653503417969,44.279998779296875,44.279998779296875,43.459999084472656,43.4900016784668,11347300,,39.87208251953125,73.10023888869574,0.6367779976304533,0.25511816527990755,,,,47.87067684849748,0.01722956781982865,0.01722956781982865,0.01722956781982865
2019-07-25 00:00:00+00:00,40.83196258544922,44.06999969482422,44.54999923706055,43.7599983215332,44.45000076293945,8571800,,40.35202331542969,69.83940781153383,0.7339129234656951,0.3508771169170651,,,,-21.758735258680495,-0.004742600089633897,-0.004742600089633897,-0.004742600089633897
2019-07-26 00:00:00+00:00,40.81343078613281,44.04999923706055,44.2400016784668,43.709999084472656,44.08000183105469,12260400,,40.59847869873047,78.03866774942735,0.8001737853744331,0.4407364506085387,,,,1.000914415638987,-0.00045385521887719715,-0.00045385521887719715,-0.00045385521887719715
2019-07-29 00:00:00+00:00,40.498416900634766,43.709999084472656,44.09000015258789,43.5099983215332,43.900001525878906,7837500,38.58560485839844,40.70039672851563,73.5616793755358,0.8178394636919819,0.5161570532252273,38.58560485839844,41.56494460050485,35.60626511629203,-10.675617150281502,-0.007718387781432967,-0.007718387781432967,-0.007718387781432967
2019-07-30 00:00:00+00:00,39.85911178588867,43.02000045776367,43.38999938964844,42.79999923706055,43.310001373291016,6223400,38.69030208587647,40.605891418457034,72.76420496387112,0.771361288391887,0.5671979002585593,38.69030208587647,41.695304300905875,35.68529987084706,-39.44341733969057,-0.015785928529371107,-0.015785928529371107,-0.015785928529371107
2019-07-31 00:00:00+00:00,40.04441452026367,43.220001220703125,43.4900016784668,42.79999923706055,43.16999816894531,9018400,38.83067073822021,40.40946731567383,70.35398337567952,0.7409383060597179,0.6019459814187911,38.83067073822021,41.81202574240038,35.84931573404005,-20.523825050893162,0.004648942890910224,0.004648942890910224,0.004648942890910224
2019-08-01 00:00:00+00:00,38.2562255859375,41.290000915527344,43.02000045776367,41.119998931884766,42.93000030517578,21228900,38.86958484649658,39.89431991577148,56.92124620950832,0.5660113444451298,0.5947590540240588,38.86958484649658,41.79641531358751,35.94275437940565,147.65976807671666,-0.044655139942707756,-0.044655139942707756,-0.044655139942707756
2019-08-02 00:00:00+00:00,37.75590133666992,40.75,41.54999923706055,40.33000183105469,41.31999969482422,8811900,38.86448917388916,39.282814025878906,52.57142426935903,0.38259812848706076,0.5523268689166592,38.86448917388916,41.79908111225918,35.92989723551914,-28.12714103944406,-0.013078243909443343,-0.013078243909443343,-0.013078243909443343
2019-08-05 00:00:00+00:00,35.986244201660156,38.84000015258789,39.900001525878906,38.45000076293945,39.81999969482422,13878300,38.81121387481689,38.38037948608398,35.04823718698343,0.09336899263893628,0.4605352936611146,38.81121387481689,41.91800433525823,35.704423414375555,77.07559808612442,-0.046871007507666373,-0.046871007507666373,-0.046871007507666373
2019-08-06 00:00:00+00:00,36.51435852050781,39.40999984741211,39.56999969482422,38.72999954223633,39.36000061035156,9930000,38.77137298583985,37.711428833007815,40.50629612868649,-0.09217028770594737,0.3499941773877022,38.77137298583985,41.9779906151672,35.56475535651249,59.559083459202355,0.014675449760419568,0.014675449760419568,0.014675449760419568
2019-08-07 00:00:00+00:00,34.818809509277344,37.58000183105469,38.43000030517578,37.099998474121094,38.380001068115234,21892100,38.67501354217529,36.666307830810545,32.33694881980796,-0.37174291807197335,0.20564675829576712,38.67501354217529,42.23432444098698,35.115702643363605,142.74926816286703,-0.046435130724758245,-0.046435130724758245,-0.046435130724758245
2019-08-08 00:00:00+00:00,34.856040954589844,37.45000076293945,37.79999923706055,37.15999984741211,37.689998626708984,14452100,38.54345512390137,35.986270904541016,24.086740987074535,-0.5835748873301441,0.04780242917058489,38.54345512390137,42.463815398959284,34.62309484884345,-31.922520714686108,0.0010692911629439639,0.0010692911629439639,0.0010692911629439639
2019-08-09 00:00:00+00:00,34.31622314453125,36.869998931884766,37.34000015258789,36.4900016784668,37.189998626708984,13647600,38.40019340515137,35.298335266113284,19.33501412367049,-0.7859520687498431,-0.11894847041350073,38.40019340515137,42.71925255200544,34.0811342582973,54.87692779082831,-0.01548706609456485,-0.01548706609456485,-0.01548706609456485
2019-08-12 00:00:00+00:00,33.88808059692383,36.40999984741211,36.529998779296875,36.0099983215332,36.349998474121094,8733200,38.22764911651611,34.878702545166014,15.485802743089366,-0.9697067922496387,-0.2891001347807284,38.22764911651611,42.97927643076159,33.47602180227064,-37.07298444333961,-0.012476388960527274,-0.012476388960527274,-0.012476388960527274
2019-08-13 00:00:00+00:00,35.07011413574219,37.68000030517578,38.02000045776367,36.279998779296875,36.33000183105469,11376700,38.05259265899658,34.58985366821289,19.677503046930894,-1.0083301048038606,-0.4329461287853549,38.05259265899658,43.004666016779005,33.100519301214156,14.56898288016113,0.034880510137999865,0.034880510137999865,0.034880510137999865
2019-08-14 00:00:00+00:00,34.055625915527344,36.59000015258789,37.130001068115234,36.09000015258789,36.52000045776367,13862200,37.84626865386963,34.43721694946289,18.161401863597618,-1.1080274287332372,-0.5679623887749314,37.84626865386963,43.109687046900746,32.58285026083851,-36.679441442346786,-0.02892742853040542,-0.02892742853040542,-0.02892742853040542
2019-08-15 00:00:00+00:00,34.02769088745117,36.560001373291016,37.040000915527344,36.099998474121094,36.849998474121094,7587100,37.62604026794433,34.27154693603516,18.14536823771732,-1.1757392097924324,-0.6895177529784317,37.62604026794433,43.14843703403974,32.10364350184893,-47.501747150933085,-0.0008202764543356889,-0.0008202764543356889,-0.0008202764543356889
2019-08-16 00:00:00+00:00,34.56751251220703,37.13999938964844,37.529998779296875,36.779998779296875,36.849998474121094,6311800,37.375358200073244,34.32180480957031,22.73375995903271,-1.1723283193620802,-0.7860798662551615,37.375358200073244,42.978654345706786,31.772062054439704,-53.75157536856297,0.015864186216495213,0.015864186216495213,0.015864186216495213
