Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_5,RSI,MACD,Signal_Line,BB_middle,BB_upper,BB_lower,Volume_ROC,PCT,pct
2019-07-01 00:00:00+00:00,413.31939697265625,472.92999267578125,477.1400146484375,468.9599914550781,474.8800048828125,471100,,,,0.0,0.0,,,,,,
2019-07-02 00:00:00+00:00,410.6451416015625,469.8699951171875,473.1000061035156,467.6700134277344,472.9700012207031,347000,,,,-0.21333091279376504,-0.04266618255875301,,,,,-0.006470190827435718,-0.006470190827435718
2019-07-03 00:00:00+00:00,415.43438720703125,475.3500061035156,477.0799865722656,471.20001220703125,471.3599853515625,343900,,,,0.004008687166390246,-0.033331208613724364,,,,,0.011662735340761898,0.011662735340761898
2019-07-05 00:00:00+00:00,418.35345458984375,478.69000244140625,478.760009765625,472.2099914550781,475.29998779296875,383100,,,,0.40710339360259695,0.054755711829539894,,,,,0.007026542512374556,0.007026542512374556
2019-07-08 00:00:00+00:00,412.89117431640625,472.44000244140625,477.2099914550781,471.95001220703125,474.05999755859375,414600,,414.1287109375,,0.28254152191971116,0.10031287384757415,,,,,-0.01305661567631311,-0.01305661567631311
2019-07-09 00:00:00+00:00,414.09722900390625,473.82000732421875,476.239990234375,468.17999267578125,470.260009765625,445500,,414.28427734375,,0.2779399562488152,0.13583829032782235,,,,-5.434090426661009,0.0029209989520768698,0.0029209989520768698
2019-07-10 00:00:00+00:00,415.6004943847656,475.5400085449219,476.6499938964844,472.3699951171875,473.82000732421875,504900,,415.2753479003906,,0.39108593995132424,0.18688782025252273,,,,45.50432276657062,0.003630223231571472,0.003630223231571472
2019-07-11 00:00:00+00:00,419.5594482421875,480.07000732421875,480.7099914550781,474.4100036621094,477.0,390600,,416.10036010742186,,0.7910902412795053,0.30772830445791927,,,,13.579528932829321,0.009525864167420073,0.009525864167420073
2019-07-12 00:00:00+00:00,421.648193359375,482.4599914550781,482.8299865722656,476.5799865722656,478.17999267578125,472400,,416.7593078613281,,1.2620921933632303,0.4986010822389815,,,,23.30984077264422,0.004978424692707151,0.004978424692707151
2019-07-15 00:00:00+00:00,420.9840393066406,481.70001220703125,483.0,479.2200012207031,482.8699951171875,416400,,418.377880859375,,1.5637470496965875,0.7116302757305027,,,,0.4341534008682979,-0.0015751379068955629,-0.0015751379068955629
2019-07-16 00:00:00+00:00,417.0249938964844,477.1700134277344,483.489990234375,476.8800048828125,482.4800109863281,409700,,418.96343383789065,,1.4664445591225785,0.862593132408918,,,,-8.03591470258137,-0.009404264866375467,-0.009404264866375467
2019-07-17 00:00:00+00:00,411.6326599121094,471.0,476.6000061035156,468.1600036621094,475.0,511200,,418.16986694335935,,0.943341098419296,0.8787427256109936,,,,1.2477718360071277,-0.012930481537788863,-0.012930481537788863
2019-07-18 00:00:00+00:00,415.2508850097656,475.1400146484375,475.19000244140625,470.010009765625,470.8599853515625,498300,,417.308154296875,,0.811385219921533,0.8652712244731016,,,,27.572964669738866,0.008789936878256466,0.008789936878256466
2019-07-19 00:00:00+00:00,413.5903625488281,473.239990234375,483.0,472.5,476.29998779296875,887400,,415.69658813476565,50.3395886384098,0.566291099201294,0.8054751994187401,,,,87.84928027095683,-0.003998841473627279,-0.003998841473627279
2019-07-22 00:00:00+00:00,413.86126708984375,473.54998779296875,475.0400085449219,465.8599853515625,472.57000732421875,647800,,414.27203369140625,50.67452062537893,0.3894229497812489,0.722264749491242,,,,55.571565802113355,0.0006550068994501945,0.0006550068994501945
2019-07-23 00:00:00+00:00,417.27838134765625,477.4599914550781,480.67999267578125,475.69000244140625,476.4700012207031,449200,,414.3227111816406,58.107130282215465,0.519003480633387,0.681612495719671,,,,9.641200878691736,0.00825666601235886,0.00825666601235886
2019-07-24 00:00:00+00:00,417.00750732421875,477.1499938964844,481.70001220703125,475.80999755859375,475.9599914550781,593400,,415.3976806640625,52.161381593622686,0.5930039347802563,0.6638907835317881,,,,16.079812206572775,-0.0006491446371189591,-0.0006491446371189591
